"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","schoolsup","famsup","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","n","id.p","id.m","failures","paid","absences","G1","G2","G3","failures.p","paid.p","absences.p","G1.p","G2.p","G3.p","failures.m","paid.m","absences.m","G1.m","G2.m","G3.m","alc_use","high_use","cid"
"215","GP","M",15,"U","LE3","T",4,4,"health","services","course","father",1,1,"no","yes","yes","yes","yes","yes","no",4,3,3,1,3,5,2,1013,2013,0,"no",1,13,14,13,0,"no",0,12,13,12,0,"yes",2,14,14,14,2,FALSE,3215
"216","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,"no","yes","no","no","yes","yes","yes",5,4,3,2,4,5,2,1042,2042,0,"no",8,11,12,12,0,"no",8,10,11,11,0,"no",8,12,12,12,3,TRUE,3216
"217","GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,"no","yes","yes","yes","yes","yes","yes",2,4,3,1,1,5,2,1038,2038,0,"no",6,14,14,14,0,"no",4,13,13,13,0,"no",7,15,16,15,1,FALSE,3217
"218","GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,"no","no","yes","no","yes","no","no",3,3,2,1,3,3,2,1286,2254,0,"no",1,11,11,10,0,"no",2,14,13,12,0,"no",0,8,9,8,2,FALSE,3218
"219","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,"no","no","no","no","yes","no","no",4,2,2,1,2,3,2,1172,2159,0,"no",3,14,12,13,0,"no",4,12,10,11,0,"no",2,17,15,15,1.5,FALSE,3219
"220","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,"no","yes","yes","yes","yes","yes","no",4,3,2,3,4,5,2,1208,2194,0,"no",4,10,10,10,0,"no",0,11,10,10,0,"no",8,8,9,10,3.5,TRUE,3220
"221","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,"no","yes","yes","yes","yes","yes","yes",4,3,3,3,4,3,2,1193,2179,0,"no",9,10,8,10,0,"no",8,10,9,11,0,"no",10,10,8,9,3.5,TRUE,3221
"222","GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,"yes","yes","yes","no","yes","yes","no",3,3,3,1,1,4,2,1097,2097,0,"yes",4,10,13,13,0,"yes",6,9,11,11,0,"no",2,11,15,15,1,FALSE,3222
"223","GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,"no","no","yes","yes","yes","yes","no",3,5,5,2,5,4,2,1129,2130,0,"no",8,16,16,16,0,"no",8,14,14,15,0,"yes",8,18,18,18,3.5,TRUE,3223
"224","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,"no","yes","yes","yes","yes","yes","no",3,3,4,3,5,3,2,1212,2198,0,"no",12,10,10,11,0,"no",16,10,11,12,0,"yes",8,9,9,10,4,TRUE,3224
"225","GP","M",16,"U","GT3","T",0,2,"other","other","other","mother",1,1,"no","no","no","no","yes","yes","no",4,3,2,2,4,5,2,1282,2250,0,"no",0,12,14,13,0,"no",0,11,12,11,0,"yes",0,13,15,15,3,TRUE,3225
"226","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","yes",4,3,2,1,1,3,2,1186,2172,0,"no",1,14,16,17,0,"no",0,16,17,18,0,"yes",2,13,15,16,1,FALSE,3226
"227","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,"no","yes","yes","yes","yes","yes","yes",3,3,3,1,2,3,2,1201,2187,0,"no",1,10,10,11,0,"no",0,10,9,11,0,"yes",2,11,12,11,1.5,FALSE,3227
"228","GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,"no","no","no","yes","yes","yes","no",4,3,3,1,1,4,2,1277,2246,0,"no",6,16,17,17,0,"no",7,15,16,16,0,"no",6,18,18,18,1,FALSE,3228
"229","GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1,2,"no","no","no","yes","no","yes","no",4,3,5,2,4,4,2,1181,2167,0,"no",2,10,10,10,0,"no",0,9,10,11,0,"no",4,10,10,10,3,TRUE,3229
"230","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","father",2,2,"no","no","yes","no","yes","yes","no",4,4,2,1,1,3,2,1089,2089,0,"no",9,12,10,10,0,"no",6,12,10,11,1,"yes",12,11,10,10,1,FALSE,3230
"231","GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,"no","no","no","yes","yes","yes","no",5,3,3,1,1,3,2,1209,2195,0,"no",0,13,13,13,0,"no",0,13,12,12,0,"no",0,13,14,14,1,FALSE,3231
"232","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,"no","yes","no","yes","yes","yes","no",4,3,2,1,1,5,2,1071,2071,0,"no",1,13,13,13,0,"no",2,13,11,11,0,"yes",0,13,15,15,1,FALSE,3232
"233","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","mother",1,1,"no","no","yes","yes","yes","no","no",5,3,2,2,2,5,2,1074,2074,0,"no",1,12,12,14,0,"no",0,13,13,14,0,"no",2,12,12,14,2,FALSE,3233
"234","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,"no","no","yes","yes","yes","yes","yes",5,3,3,1,3,2,2,1250,2236,0,"no",5,12,10,11,0,"no",0,12,12,12,0,"no",10,11,9,10,2,FALSE,3234
"235","GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",1,1,"no","yes","no","no","yes","yes","no",5,4,3,1,1,5,2,1035,2035,0,"no",2,12,13,14,0,"no",4,12,12,12,0,"yes",0,12,14,15,1,FALSE,3235
"236","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",3,2,"yes","yes","no","no","yes","yes","no",5,3,3,1,3,2,2,1284,2252,0,"no",5,8,10,10,1,"no",4,9,11,10,0,"no",6,7,10,10,2,FALSE,3236
"237","GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,"no","yes","no","yes","yes","yes","yes",4,5,5,4,4,5,2,1173,2160,1,"no",2,10,11,6,1,"no",0,10,10,1,1,"yes",4,10,12,12,4,TRUE,3237
"238","GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,"no","no","yes","yes","yes","yes","no",5,4,2,1,1,5,2,1118,2118,0,"no",3,14,14,14,0,"no",6,14,14,15,0,"no",0,13,14,13,1,FALSE,3238
"239","GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,"no","yes","yes","yes","yes","yes","no",5,3,3,1,1,5,2,1108,2108,0,"no",3,14,16,16,0,"no",4,13,14,14,0,"no",2,16,18,18,1,FALSE,3239
"240","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,3,2,1196,2182,0,"no",1,12,12,12,0,"no",0,11,12,13,0,"yes",2,12,13,12,1.5,FALSE,3240
"241","GP","M",16,"U","GT3","T",3,4,"other","other","course","father",3,1,"no","yes","yes","no","yes","yes","no",3,4,5,2,4,2,2,1185,2171,2,"no",2,8,7,5,1,"no",4,9,9,10,2,"no",0,6,5,0,3,TRUE,3241
"242","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,"no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,2,1048,2048,0,"no",3,18,18,18,0,"no",2,17,17,17,0,"no",4,19,19,20,1,FALSE,3242
"243","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","no",3,4,3,2,3,3,2,1195,2181,0,"yes",7,10,9,10,0,"yes",4,11,10,11,0,"yes",10,9,8,8,2.5,TRUE,3243
"244","GP","M",16,"U","GT3","T",4,4,"health","other","course","mother",1,1,"no","yes","yes","yes","yes","yes","no",3,4,4,1,4,5,2,1124,2124,0,"no",11,13,12,13,0,"no",4,12,13,13,0,"no",18,14,11,13,2.5,TRUE,3244
"245","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",1,2,"no","yes","yes","yes","yes","yes","no",4,2,4,2,4,1,2,1248,2234,0,"no",1,14,13,14,0,"no",0,13,13,14,0,"yes",2,14,13,13,3,TRUE,3245
"246","GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,"no","no","yes","yes","yes","yes","no",5,3,2,1,2,5,2,1271,2244,0,"yes",2,14,14,14,0,"yes",4,14,15,15,0,"no",0,13,12,12,1.5,FALSE,3246
"247","GP","M",16,"U","GT3","T",4,4,"services","services","other","mother",1,1,"yes","yes","yes","yes","yes","yes","no",4,5,5,5,5,4,2,1101,2101,0,"no",13,8,8,6,0,"no",12,9,9,8,0,"yes",14,7,7,5,5,TRUE,3247
"248","GP","M",16,"U","GT3","T",4,4,"services","teacher","other","father",1,3,"no","yes","yes","yes","yes","yes","yes",4,4,3,1,1,4,2,1102,2102,0,"no",0,16,16,16,0,"no",0,16,16,16,0,"no",0,16,17,17,1,FALSE,3248
"249","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","father",1,2,"no","yes","yes","yes","yes","yes","no",5,4,4,1,2,5,2,1116,2116,0,"no",4,16,14,15,0,"no",6,16,14,14,0,"no",2,15,15,16,1.5,FALSE,3249
"250","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,"no","yes","no","yes","no","yes","yes",3,3,2,2,1,5,2,1162,2149,0,"no",8,8,8,4,0,"no",16,9,9,8,0,"no",0,7,6,0,1.5,FALSE,3250
"251","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,4,5,5,5,5,2,1030,2030,0,"yes",10,11,12,12,0,"yes",4,12,11,12,0,"yes",16,10,12,11,5,TRUE,3251
"252","GP","M",16,"U","LE3","A",3,4,"services","other","home","mother",1,2,"yes","yes","yes","yes","yes","yes","no",5,3,3,1,1,5,2,1029,2029,0,"yes",3,12,12,12,0,"yes",2,12,12,13,0,"no",4,11,11,11,1,FALSE,3252
"253","GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","mother",1,2,"no","yes","no","yes","yes","no","no",4,1,3,3,5,5,2,1090,2090,0,"no",12,8,8,8,0,"no",6,9,9,10,0,"no",18,8,6,7,4,TRUE,3253
"254","GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",2,2,"no","yes","no","yes","yes","yes","no",3,4,2,1,1,5,2,1249,2235,0,"no",10,9,8,8,0,"no",2,9,9,9,0,"yes",18,9,7,6,1,FALSE,3254
"255","GP","M",16,"U","LE3","T",1,1,"services","other","course","mother",1,2,"no","no","no","yes","yes","no","yes",4,4,4,1,3,5,2,1147,2139,2,"no",0,12,11,11,2,"no",0,10,10,10,1,"no",0,14,12,12,2,FALSE,3255
"256","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",1,1,"no","no","yes","yes","yes","no","yes",4,4,4,3,5,5,2,1165,2152,1,"no",6,10,12,12,1,"no",6,9,10,10,1,"no",6,12,13,14,4,TRUE,3256
"257","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,5,2,1202,2188,0,"no",0,14,14,16,0,"no",0,13,14,16,0,"yes",0,15,15,15,1.5,FALSE,3257
"258","GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","no",4,4,4,1,1,3,2,1007,2007,0,"no",0,12,12,12,0,"no",0,13,12,13,0,"no",0,12,12,11,1,FALSE,3258
"259","GP","M",16,"U","LE3","T",2,2,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",5,4,4,2,4,5,2,1024,2024,0,"no",1,12,12,11,0,"no",2,10,10,10,0,"no",0,13,13,12,3,TRUE,3259
"260","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,"no","yes","yes","yes","yes","yes","no",2,3,3,2,2,2,2,1153,2142,1,"no",6,10,10,10,0,"no",4,12,11,11,2,"no",8,9,9,9,2,FALSE,3260
"261","GP","M",16,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,"no","no","yes","yes","yes","yes","no",4,5,1,1,3,5,2,1023,2023,0,"no",1,14,14,15,0,"no",0,12,13,14,0,"no",2,15,15,16,2,FALSE,3261
"262","GP","M",16,"U","LE3","T",4,3,"health","other","home","father",1,1,"no","no","yes","yes","yes","yes","no",3,1,3,1,3,5,2,1020,2020,0,"no",5,10,11,11,0,"no",6,12,12,12,0,"yes",4,8,10,10,2,FALSE,3262
"263","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,2,1,2,5,2,1006,2006,0,"no",8,14,14,14,0,"no",6,12,12,13,0,"yes",10,15,15,15,1.5,FALSE,3263
"264","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,"no","no","yes","no","yes","yes","no",5,4,5,1,1,3,2,1270,2243,0,"no",4,10,7,8,0,"no",7,14,14,15,0,"no",0,6,0,0,1,FALSE,3264
"265","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,"no","yes","yes","no","yes","no","yes",3,5,2,2,2,1,2,1315,2274,0,"no",2,16,16,16,0,"no",2,16,17,18,0,"yes",2,15,14,14,2,FALSE,3265
"266","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,"no","no","no","yes","yes","no","no",3,1,3,1,5,3,2,1204,2190,0,"no",5,8,9,10,0,"no",6,9,9,10,0,"no",4,8,9,10,3,TRUE,3266
"267","GP","M",17,"R","GT3","T",1,3,"other","other","course","father",3,2,"no","yes","yes","yes","yes","yes","no",5,2,4,1,4,5,2,1119,2119,1,"no",17,10,9,10,1,"no",14,12,11,11,1,"no",20,9,7,8,2.5,TRUE,3267
"268","GP","M",17,"R","GT3","T",2,1,"other","other","course","mother",1,1,"no","no","no","no","yes","yes","no",4,4,2,2,4,5,2,1287,2255,0,"no",0,10,12,12,0,"no",0,12,12,13,0,"no",0,8,12,12,3,TRUE,3268
"269","GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,"no","yes","yes","yes","yes","yes","no",4,5,2,1,1,1,2,1246,2232,0,"no",2,12,12,12,0,"no",0,12,13,13,0,"yes",4,11,11,11,1,FALSE,3269
"270","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,"no","yes","no","yes","yes","yes","no",4,4,5,5,5,4,2,1380,2328,0,"no",5,11,10,10,0,"no",2,11,10,10,0,"no",8,11,10,10,5,TRUE,3270
"271","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","mother",3,2,"no","no","no","yes","yes","no","no",5,4,5,2,4,5,2,1141,2137,0,"no",1,10,4,5,0,"no",2,10,9,10,0,"no",0,10,0,0,3,TRUE,3271
"272","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,"no","yes","no","yes","yes","yes","no",3,3,3,2,3,4,2,1269,2242,0,"no",1,11,12,12,0,"no",0,12,12,12,0,"yes",2,10,11,12,2.5,TRUE,3272
"273","GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",4,2,"no","no","yes","yes","no","no","yes",5,3,5,1,5,5,2,1179,2165,2,"no",0,6,8,8,0,"no",0,8,8,8,3,"no",0,5,8,7,3,TRUE,3273
"274","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,"no","no","no","yes","yes","no","no",2,2,2,3,3,5,2,1170,2157,2,"no",11,12,10,12,3,"no",14,9,8,10,0,"no",8,16,12,13,3,TRUE,3274
"275","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,"no","no","yes","yes","no","yes","yes",3,3,2,2,2,5,2,1175,2161,2,"yes",4,8,7,4,1,"yes",8,8,8,9,2,"no",0,7,6,0,2,FALSE,3275
"276","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,"no","no","no","no","yes","yes","no",4,3,3,1,2,4,2,1332,2286,0,"no",1,12,11,12,0,"no",0,12,12,12,0,"yes",2,12,10,11,1.5,FALSE,3276
"277","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","other",2,2,"no","no","yes","no","yes","yes","no",4,4,4,4,5,5,2,1207,2193,0,"no",14,8,10,10,0,"no",16,10,11,12,0,"yes",12,7,8,8,4.5,TRUE,3277
"278","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",5,4,5,1,2,5,2,1156,2145,2,"no",11,7,4,3,0,"no",22,9,7,6,3,"no",0,5,0,0,1.5,FALSE,3278
"279","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",2,1,"yes","yes","yes","yes","no","yes","no",4,5,1,1,1,3,2,1079,2079,3,"no",1,8,8,10,3,"no",0,9,9,10,3,"no",2,8,8,10,1,FALSE,3279
"280","GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,"no","no","no","yes","yes","yes","no",5,2,2,1,1,2,2,1279,2247,0,"no",3,10,12,13,0,"no",2,9,12,13,0,"no",4,12,12,13,1,FALSE,3280
"281","GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",1,2,"no","no","yes","yes","yes","yes","yes",5,4,4,3,4,5,2,1308,2267,0,"no",1,10,10,12,0,"no",0,11,11,14,0,"yes",2,9,9,10,3.5,TRUE,3281
"282","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",1,1,"no","yes","yes","yes","yes","yes","no",5,5,5,2,4,5,2,1019,2019,3,"yes",9,7,6,6,3,"yes",2,8,8,7,3,"no",16,6,5,5,3,TRUE,3282
"283","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",4,4,3,1,3,5,2,1341,2296,0,"no",2,14,14,13,0,"no",0,14,15,15,0,"yes",4,14,12,11,2,FALSE,3283
"284","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",1,2,"no","no","yes","no","yes","yes","no",4,3,4,1,4,4,2,1192,2178,0,"no",4,8,7,8,0,"no",4,11,9,10,0,"no",4,6,5,6,2.5,TRUE,3284
"285","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,"no","no","yes","no","yes","yes","no",4,3,5,3,5,5,2,1379,2327,0,"no",2,16,16,16,0,"no",0,17,18,17,0,"no",3,14,15,16,4,TRUE,3285
"286","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,3,4,2,3,4,2,1200,2186,0,"no",9,12,12,12,0,"no",6,11,13,14,0,"no",12,12,12,11,2.5,TRUE,3286
"287","GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",5,2,3,1,1,2,2,1194,2180,0,"yes",4,10,10,12,0,"yes",4,11,11,13,0,"no",4,10,10,11,1,FALSE,3287
"288","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,"no","no","no","yes","yes","yes","no",5,2,3,1,2,5,2,1211,2197,0,"no",4,15,14,15,0,"no",4,13,13,14,0,"no",4,17,15,16,1.5,FALSE,3288
"289","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,"yes","yes","yes","yes","yes","yes","yes",4,5,5,1,3,2,2,1247,2233,0,"no",7,12,11,11,0,"no",0,13,13,13,0,"no",14,11,9,9,2,FALSE,3289
"290","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",1,1,"no","no","no","yes","yes","yes","no",4,4,4,3,4,3,2,1327,2282,0,"no",18,12,11,12,0,"no",18,13,13,13,1,"no",19,11,9,10,3.5,TRUE,3290
"291","GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",2,1,"no","no","yes","yes","yes","yes","yes",4,5,4,2,4,5,2,1326,2281,0,"no",26,10,10,9,0,"no",22,11,11,10,0,"yes",30,8,8,8,3,TRUE,3291
"292","GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,"no","yes","yes","yes","yes","yes","no",4,4,4,1,2,5,2,1288,2256,1,"no",1,8,10,9,1,"no",0,9,10,10,1,"no",2,7,9,8,1.5,FALSE,3292
"293","GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,"no","no","yes","no","yes","yes","yes",4,4,2,5,5,4,2,1251,2237,0,"no",2,15,14,14,0,"no",0,16,16,16,0,"yes",4,14,13,13,5,TRUE,3293
"294","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,"no","yes","no","no","yes","yes","no",5,3,3,1,3,3,2,1242,2228,0,"no",1,11,11,12,0,"no",0,10,11,11,0,"yes",2,12,11,12,2,FALSE,3294
"295","GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,"no","no","yes","yes","yes","yes","yes",2,5,5,1,4,5,2,1268,2241,0,"no",11,14,14,14,0,"no",8,15,15,15,0,"no",14,12,12,12,2.5,TRUE,3295
"296","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",2,2,"no","no","yes","yes","yes","yes","no",4,4,4,4,4,4,2,1190,2176,0,"no",2,10,10,10,0,"no",0,10,11,11,0,"yes",4,10,9,9,4,TRUE,3296
"297","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,"no","no","no","yes","yes","yes","no",4,1,1,2,2,5,2,1347,2302,0,"no",0,12,12,12,0,"no",0,12,13,13,0,"yes",0,11,11,10,2,FALSE,3297
"298","GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,"no","yes","no","yes","yes","yes","yes",5,3,5,4,5,3,2,1226,2212,0,"no",14,12,12,12,0,"no",15,13,12,12,0,"yes",13,12,12,13,4.5,TRUE,3298
"299","GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,4,4,1,3,5,2,1187,2173,0,"no",0,12,10,10,0,"no",0,11,9,10,0,"yes",0,13,11,10,2,FALSE,3299
"300","GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",1,3,"no","no","yes","no","yes","no","no",5,3,2,1,1,3,2,1303,2263,0,"no",2,12,12,12,0,"no",2,10,11,12,0,"no",1,13,12,12,1,FALSE,3300
"301","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,"no","no","no","yes","yes","yes","yes",5,3,2,1,2,4,2,1401,2347,0,"no",6,16,14,16,0,"no",4,15,14,17,0,"no",9,16,15,16,1.5,FALSE,3301
"302","GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,2,5,3,4,1,2,1307,2266,0,"no",10,16,16,16,0,"no",6,15,16,16,0,"yes",13,17,17,17,3.5,TRUE,3302
"303","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,"no","yes","yes","yes","yes","yes","no",5,4,2,1,1,4,2,1340,2295,0,"no",4,14,14,14,0,"no",0,14,15,15,0,"yes",8,14,13,14,1,FALSE,3303
"304","GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,3,3,1,3,5,2,1281,2249,0,"no",8,6,7,8,0,"no",8,10,9,10,1,"no",8,3,5,5,2,FALSE,3304
"305","GP","M",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,"no","no","yes","yes","yes","yes","no",5,2,4,1,2,4,2,1297,2259,0,"no",5,16,15,15,0,"no",2,16,16,16,0,"no",8,15,14,14,1.5,FALSE,3305
"306","GP","M",18,"U","GT3","T",2,1,"services","services","other","mother",1,1,"no","no","no","no","no","yes","no",3,2,5,2,5,5,2,1285,2253,2,"no",4,6,8,7,2,"no",4,7,8,6,1,"no",4,6,9,8,3.5,TRUE,3306
"307","GP","M",18,"U","GT3","T",2,1,"services","services","reputation","mother",1,3,"no","no","yes","yes","yes","yes","no",4,2,4,1,3,2,2,1335,2289,0,"no",3,14,14,14,0,"no",0,14,15,15,0,"yes",6,15,14,14,2,FALSE,3307
"308","GP","M",18,"U","GT3","T",2,2,"other","other","home","mother",2,2,"no","yes","no","yes","yes","yes","no",3,3,3,5,5,4,2,1238,2224,2,"yes",4,11,11,12,3,"yes",9,10,9,10,0,"yes",0,12,13,13,5,TRUE,3308
"309","GP","M",18,"U","GT3","T",2,2,"other","services","reputation","father",1,2,"no","no","no","yes","no","yes","no",5,5,4,3,5,2,2,1264,2240,0,"no",8,8,7,4,0,"no",16,8,7,8,1,"no",0,7,7,0,4,TRUE,3309
"310","GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,4,4,2,4,5,2,1228,2214,0,"no",12,9,9,10,0,"no",10,12,11,11,1,"yes",15,6,7,8,3,TRUE,3310
"311","GP","M",18,"U","GT3","T",3,2,"services","other","course","mother",2,1,"no","no","no","yes","no","yes","no",4,4,5,2,4,5,2,1283,2251,0,"no",4,6,8,8,0,"no",8,7,8,7,1,"no",0,6,8,8,3,TRUE,3311
"312","GP","M",18,"U","GT3","T",4,2,"health","other","reputation","father",1,2,"no","yes","yes","yes","yes","yes","yes",5,4,5,1,3,5,2,1310,2269,0,"no",7,10,10,12,0,"no",4,10,12,14,0,"yes",10,10,9,10,2,FALSE,3312
"313","GP","M",18,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","yes",4,3,2,1,4,5,2,1337,2291,0,"no",6,14,14,14,0,"no",2,15,16,16,0,"yes",11,12,11,11,2.5,TRUE,3313
"314","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,2,"no","yes","no","no","yes","yes","no",4,3,2,1,1,3,2,1302,2262,0,"no",2,9,9,10,0,"no",2,10,10,11,0,"yes",2,8,8,8,1,FALSE,3314
"315","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,"no","yes","no","yes","yes","yes","yes",5,4,5,2,3,5,2,1402,2348,0,"no",0,12,12,12,0,"no",0,14,13,14,0,"yes",0,10,10,9,2.5,TRUE,3315
"316","GP","M",18,"U","GT3","T",4,4,"other","other","course","mother",1,3,"no","no","yes","yes","yes","yes","no",4,3,3,2,2,3,2,1378,2326,0,"no",2,11,13,12,0,"no",0,13,14,13,0,"no",3,9,12,11,2,FALSE,3316
"317","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",1,2,"no","yes","yes","yes","yes","yes","no",4,3,3,2,2,2,2,1396,2342,0,"no",0,11,11,6,0,"no",0,12,12,13,1,"no",0,10,10,0,2,FALSE,3317
"318","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",2,1,"no","no","yes","yes","yes","yes","no",3,2,4,1,4,3,2,1320,2278,0,"no",14,10,10,10,0,"no",6,11,12,12,0,"yes",22,9,9,9,2.5,TRUE,3318
"319","GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,3,1,1,2,2,1336,2290,0,"no",4,16,15,16,0,"no",0,17,17,17,0,"yes",9,15,13,15,1,FALSE,3319
"320","GP","M",18,"U","LE3","T",1,1,"other","other","course","mother",1,1,"no","no","no","yes","no","yes","yes",2,3,5,2,5,4,2,1164,2151,2,"no",0,8,7,0,2,"no",0,11,9,0,3,"no",0,6,5,0,3.5,TRUE,3320
"321","GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",4,2,"yes","yes","yes","yes","yes","yes","yes",4,3,2,4,5,3,2,1243,2229,0,"no",8,10,9,10,0,"no",2,9,10,11,0,"yes",14,10,8,9,4.5,TRUE,3321
"322","GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,5,5,2,4,5,2,1384,2331,0,"yes",1,10,10,10,0,"yes",0,11,11,12,0,"no",2,9,8,8,3,TRUE,3322
